Customer_ID,Age_Group,Gender,Category,Payment_Method,Season,Purchase_Amount,Annual_Purchases,Review_Rating,Has_Subscription
2195,18-25,Female,Clothing,Debit Card,Summer,40.26169755728993,10,4,0
2196,36-45,Female,Sports,Mobile Payment,Winter,234.19543327831255,7,4,1
2197,36-45,Male,Sports,Cash,Summer,94.69349723611042,5,5,1
2198,56-65,Female,Electronics,Credit Card,Winter,46.34099151135645,5,5,0
2199,36-45,Female,Home & Garden,Mobile Payment,Summer,333.9850641074654,4,5,1
2200,26-35,Male,Home & Garden,Mobile Payment,Spring,288.54076990354696,5,5,0
2201,65+,Female,Beauty,PayPal,Winter,206.91035265590645,1,4,0
2202,18-25,Male,Electronics,Debit Card,Summer,25.0,11,5,0
2203,26-35,Female,Beauty,Credit Card,Winter,25.0,4,5,1
2204,18-25,Female,Electronics,Credit Card,Summer,59.537824356190896,4,4,0
2205,46-55,Male,Books,Debit Card,Winter,221.64455612078234,6,4,0
2206,56-65,Female,Home & Garden,Cash,Spring,60.20453235586344,2,4,0
2207,26-35,Male,Books,Debit Card,Winter,178.1928197586741,14,4,1
2208,56-65,Female,Beauty,Cash,Winter,155.97431577080263,2,4,0
2209,26-35,Male,Electronics,Credit Card,Spring,41.2878119805082,7,4,0
2210,56-65,Male,Home & Garden,PayPal,Summer,52.42203587132707,5,4,0
2211,46-55,Male,Home & Garden,Mobile Payment,Fall,25.0,7,3,0
2212,56-65,Male,Clothing,Credit Card,Spring,25.0,5,4,0
2213,18-25,Female,Beauty,Credit Card,Winter,25.0,4,4,0
2214,65+,Female,Clothing,Credit Card,Spring,25.0,2,3,0
2215,46-55,Male,Home & Garden,Mobile Payment,Spring,97.06291127075312,5,3,0
2216,26-35,Male,Beauty,Cash,Winter,25.0,6,3,0
2217,56-65,Male,Beauty,PayPal,Winter,127.03663233287583,4,5,0
2218,26-35,Female,Books,PayPal,Fall,199.53134865218883,10,3,0
2219,56-65,Female,Sports,PayPal,Spring,149.6832875712331,2,4,0
2220,18-25,Male,Electronics,Cash,Winter,77.3127048781384,9,5,1
2221,46-55,Female,Sports,Debit Card,Summer,25.0,2,4,0
2222,36-45,Male,Sports,Debit Card,Summer,167.4489016835142,8,5,1
2223,18-25,Female,Home & Garden,PayPal,Summer,97.95638150499276,9,3,0
2224,26-35,Female,Books,Credit Card,Summer,32.081010680308346,5,5,1
2225,18-25,Female,Electronics,Credit Card,Spring,81.75668940231051,8,4,1
2226,36-45,Female,Sports,Mobile Payment,Spring,118.09699250158633,7,4,0
2227,26-35,Female,Sports,Debit Card,Fall,55.09140229884234,6,4,1
2228,36-45,Female,Beauty,Credit Card,Spring,118.011414404484,3,5,1
2229,26-35,Female,Home & Garden,PayPal,Winter,177.28885024702825,8,5,1
2230,26-35,Male,Sports,Mobile Payment,Fall,42.23740027162494,11,5,1
2231,46-55,Male,Electronics,Debit Card,Spring,46.264855302629705,5,3,0
2232,18-25,Male,Clothing,Mobile Payment,Spring,63.49790847154901,8,5,0
2233,56-65,Female,Clothing,Credit Card,Winter,45.52016049072559,5,4,0
2234,56-65,Male,Home & Garden,PayPal,Winter,25.0,5,4,0
2235,46-55,Male,Clothing,PayPal,Winter,165.59871536046774,2,3,0
2236,36-45,Male,Beauty,PayPal,Summer,120.6046192431834,7,5,0
2237,56-65,Male,Beauty,Credit Card,Spring,25.0,2,4,0
2238,26-35,Female,Electronics,Cash,Spring,129.16913798622022,14,3,1
2239,18-25,Female,Books,PayPal,Spring,80.03523699605934,9,4,0
2240,26-35,Female,Home & Garden,Cash,Fall,88.91200895708674,6,4,1
2241,46-55,Female,Home & Garden,PayPal,Fall,67.26527572241446,4,3,0
2242,18-25,Female,Clothing,Cash,Fall,37.66774906847498,5,4,0
2243,36-45,Female,Sports,Debit Card,Fall,142.28307326538845,6,4,0
2244,65+,Male,Sports,Debit Card,Fall,25.0,3,5,0
2245,56-65,Female,Books,PayPal,Winter,85.19761597786733,3,5,0
2246,36-45,Male,Sports,Mobile Payment,Fall,145.5225478893147,5,4,1
2247,18-25,Male,Books,Mobile Payment,Spring,96.74851948330388,3,5,0
2248,56-65,Female,Electronics,Credit Card,Summer,33.90821502198908,3,5,0
2249,36-45,Male,Home & Garden,Debit Card,Spring,59.00207229799803,9,4,1
2250,18-25,Male,Clothing,Debit Card,Spring,75.99876824505229,7,4,1
2251,18-25,Male,Electronics,Mobile Payment,Winter,26.59052379088023,3,5,0
2252,56-65,Male,Beauty,PayPal,Summer,25.0,3,4,0
2253,46-55,Male,Beauty,Credit Card,Spring,71.79780320862217,3,4,0
2254,56-65,Male,Beauty,Debit Card,Winter,196.24966242895863,3,5,0
2255,56-65,Female,Books,Credit Card,Summer,65.66419611479292,5,5,0
2256,36-45,Female,Books,Debit Card,Summer,25.0,4,4,0
2257,36-45,Male,Home & Garden,Cash,Winter,106.53186235656216,6,5,0
2258,36-45,Female,Beauty,Cash,Fall,74.5780033177723,6,4,0
2259,26-35,Male,Books,Credit Card,Winter,28.778092829501006,8,4,0
2260,36-45,Male,Books,Mobile Payment,Winter,59.51798532975572,7,4,1
2261,46-55,Male,Sports,Mobile Payment,Fall,221.36681739375445,5,4,0
2262,36-45,Female,Books,Debit Card,Winter,37.928970861927276,6,5,0
2263,56-65,Male,Beauty,Cash,Winter,179.68476346819068,2,5,0
2264,36-45,Female,Electronics,Cash,Winter,91.24686020586718,3,4,1
2265,36-45,Female,Beauty,Credit Card,Spring,68.03213620658109,6,5,0
2266,36-45,Female,Sports,Credit Card,Winter,71.80779520701358,3,3,1
2267,36-45,Female,Beauty,Mobile Payment,Winter,75.55855899352466,5,4,0
2268,46-55,Female,Clothing,Mobile Payment,Summer,232.55301809304916,2,5,1
2269,26-35,Male,Sports,Mobile Payment,Summer,25.0,4,4,0
2270,36-45,Male,Home & Garden,PayPal,Summer,67.70612863089352,6,3,0
2271,18-25,Female,Beauty,Cash,Winter,40.803018933248936,3,4,1
2272,26-35,Female,Books,Cash,Fall,118.01829735783588,6,3,1
2273,36-45,Male,Electronics,Credit Card,Winter,87.76095378373536,5,4,0
2274,46-55,Male,Beauty,Cash,Spring,85.56358232576893,5,5,0
2275,65+,Male,Electronics,Credit Card,Spring,123.95891748264609,3,4,0
2276,36-45,Male,Clothing,PayPal,Spring,95.94168944266609,8,5,1
2277,46-55,Male,Home & Garden,Mobile Payment,Spring,58.29267439904938,3,5,1
2278,36-45,Female,Books,PayPal,Winter,93.62614789183655,6,4,0
2279,36-45,Female,Sports,Mobile Payment,Summer,98.61090511714022,8,4,1
2280,18-25,Female,Sports,Mobile Payment,Winter,25.0,11,3,0
2281,26-35,Female,Home & Garden,Credit Card,Winter,158.5015787588988,10,5,0
2282,26-35,Female,Clothing,Mobile Payment,Winter,100.76530862876514,4,4,0
2283,36-45,Male,Clothing,PayPal,Winter,40.67485213571375,6,4,0
2284,18-25,Male,Beauty,Debit Card,Fall,65.32071154275857,10,4,0
2285,18-25,Female,Clothing,Credit Card,Summer,25.0,5,5,0
2286,26-35,Female,Beauty,Mobile Payment,Summer,107.42171040078172,13,5,1
2287,65+,Male,Electronics,Mobile Payment,Spring,68.73301593369648,4,5,0
2288,26-35,Female,Home & Garden,Cash,Winter,263.0511063248961,8,5,1
2289,36-45,Male,Electronics,Credit Card,Spring,40.59868155468251,5,4,0
2290,26-35,Male,Electronics,Credit Card,Summer,78.06101181598753,14,5,0
2291,36-45,Male,Electronics,PayPal,Summer,83.0909483815481,7,5,1
2292,26-35,Male,Electronics,Debit Card,Spring,44.75881727127598,6,4,0
2293,26-35,Female,Sports,PayPal,Summer,34.717074669553995,6,5,0
2294,36-45,Female,Clothing,PayPal,Summer,80.17870683216896,6,5,1
2295,18-25,Male,Home & Garden,PayPal,Fall,54.33106582121789,5,4,0
2296,18-25,Female,Home & Garden,Debit Card,Winter,32.83882979861192,4,5,0
2297,26-35,Female,Books,PayPal,Winter,97.16725916941476,9,4,1
2298,18-25,Female,Electronics,Credit Card,Summer,48.774290553908926,3,5,0
2299,18-25,Female,Home & Garden,Debit Card,Summer,25.0,7,5,1
2300,26-35,Male,Beauty,Mobile Payment,Fall,133.76864569107602,14,5,0
2301,56-65,Female,Home & Garden,Cash,Spring,105.52862190633707,3,4,0
2302,36-45,Male,Electronics,Cash,Fall,80.194820019484,6,4,0
2303,36-45,Female,Home & Garden,Credit Card,Fall,25.0,3,4,1
2304,26-35,Male,Clothing,Cash,Spring,25.0,4,4,0
2305,65+,Female,Electronics,Cash,Summer,90.6100118248148,3,4,0
2306,26-35,Female,Sports,Cash,Winter,227.71455072198222,14,5,0
2307,18-25,Male,Clothing,Mobile Payment,Fall,101.48155376276513,8,4,1
2308,36-45,Male,Home & Garden,Cash,Fall,47.77488615834835,3,5,0
2309,18-25,Female,Sports,PayPal,Winter,85.65443925760911,6,4,0
2310,26-35,Female,Books,Credit Card,Fall,118.74460857793689,6,3,1
2311,36-45,Male,Clothing,Credit Card,Spring,146.86696674082646,8,4,0
2312,56-65,Female,Books,Credit Card,Winter,58.448719856189584,5,5,0
2313,36-45,Male,Beauty,Mobile Payment,Winter,97.7045865001407,7,5,1
2314,46-55,Male,Clothing,Mobile Payment,Spring,25.0,4,4,0
2315,65+,Male,Sports,Cash,Spring,176.45403681484592,3,3,1
2316,18-25,Male,Books,PayPal,Winter,25.0,3,3,0
2317,26-35,Female,Beauty,Cash,Spring,49.0013327183579,9,5,1
2318,26-35,Female,Books,Credit Card,Fall,284.5304922327692,13,5,1
2319,26-35,Male,Home & Garden,PayPal,Summer,58.661940819113845,10,5,0
2320,26-35,Female,Electronics,Credit Card,Fall,65.3488998338229,12,4,0
2321,56-65,Male,Books,PayPal,Spring,61.18884042413906,3,5,0
2322,46-55,Female,Home & Garden,Debit Card,Fall,91.33631756538335,7,4,0
2323,36-45,Male,Electronics,Mobile Payment,Summer,35.00090906611575,4,3,0
2324,26-35,Female,Electronics,Mobile Payment,Summer,115.56508414021363,6,4,0
2325,56-65,Female,Sports,Credit Card,Summer,92.8264975209078,4,4,0
2326,65+,Male,Beauty,Credit Card,Spring,37.56942157699833,3,4,0
2327,56-65,Female,Beauty,Debit Card,Spring,86.67826729942387,3,4,0
2328,18-25,Male,Clothing,Cash,Spring,25.0,3,4,0
2329,36-45,Male,Home & Garden,PayPal,Summer,243.96129103825047,7,5,1
2330,18-25,Male,Sports,Debit Card,Spring,253.46735010047922,8,4,0
2331,26-35,Male,Books,Debit Card,Winter,51.07502774677265,9,4,0
2332,18-25,Male,Home & Garden,Credit Card,Fall,51.63546666809853,4,5,0
2333,36-45,Male,Books,Credit Card,Fall,34.571841334849765,3,3,1
2334,46-55,Male,Books,Cash,Winter,134.24013363692075,5,5,0
2335,18-25,Male,Books,Cash,Spring,34.42418699366461,11,5,0
2336,26-35,Female,Clothing,Credit Card,Fall,51.8410301015063,14,3,0
2337,36-45,Female,Clothing,Mobile Payment,Summer,142.45447525584825,8,5,0
2338,26-35,Male,Sports,Cash,Fall,88.2374260215578,13,4,1
2339,18-25,Male,Clothing,Debit Card,Fall,25.0,5,4,0
2340,26-35,Male,Sports,Credit Card,Fall,25.0,11,4,0
2341,46-55,Female,Clothing,PayPal,Spring,60.360827696503236,5,4,0
2342,18-25,Female,Beauty,PayPal,Winter,25.0,3,4,0
2343,18-25,Male,Sports,Mobile Payment,Fall,89.94479534807637,11,4,0
2344,26-35,Male,Beauty,Credit Card,Summer,63.788759381724205,13,4,0
2345,65+,Male,Beauty,Debit Card,Fall,26.958588668721966,1,5,0
2346,46-55,Male,Sports,Mobile Payment,Spring,42.26514752509069,2,5,0
2347,46-55,Female,Home & Garden,Debit Card,Spring,99.9680644225911,3,3,0
2348,26-35,Female,Electronics,PayPal,Summer,59.579768659103635,11,5,1
2349,36-45,Male,Clothing,Debit Card,Fall,163.1653857954966,4,4,1
2350,18-25,Female,Books,PayPal,Fall,42.11103092775535,6,4,0
2351,36-45,Male,Clothing,Cash,Summer,159.64721741319244,3,5,0
2352,56-65,Male,Books,PayPal,Winter,40.75548883656765,4,5,1
2353,36-45,Female,Home & Garden,PayPal,Spring,107.79500986643987,3,5,1
2354,56-65,Female,Electronics,Mobile Payment,Winter,25.0,5,5,0
2355,46-55,Male,Home & Garden,Mobile Payment,Winter,75.30399282565101,3,3,0
2356,18-25,Male,Electronics,Credit Card,Fall,137.57903841764346,7,5,0
2357,56-65,Female,Sports,Credit Card,Summer,25.0,3,5,0
2358,18-25,Female,Sports,PayPal,Spring,72.57005644872282,9,5,0
2359,36-45,Male,Books,Cash,Winter,255.334303183808,3,4,0
2360,18-25,Male,Beauty,Credit Card,Winter,27.742849066875852,9,5,0
2361,18-25,Male,Beauty,PayPal,Fall,37.507857459817934,3,4,0
2362,26-35,Female,Books,Mobile Payment,Fall,40.168725764711986,14,3,1
2363,26-35,Female,Sports,Credit Card,Fall,128.40157676331665,12,5,1
2364,36-45,Male,Books,Credit Card,Summer,165.75473205836735,8,5,0
2365,36-45,Female,Beauty,PayPal,Spring,213.34870023701484,4,3,0
2366,18-25,Female,Books,PayPal,Spring,147.63106185291156,11,4,0
2367,18-25,Male,Sports,Debit Card,Fall,25.0,3,5,0
2368,36-45,Male,Home & Garden,Debit Card,Winter,163.32674226834325,7,4,1
2369,26-35,Female,Clothing,Cash,Fall,182.9014065373813,12,5,0
2370,46-55,Female,Sports,Credit Card,Fall,181.30122032806972,5,5,0
2371,46-55,Female,Books,Debit Card,Summer,39.5477022127917,7,4,1
2372,56-65,Female,Sports,PayPal,Fall,108.18683057160631,2,4,0
2373,46-55,Male,Sports,Credit Card,Spring,145.44028644081664,3,4,0
2374,26-35,Male,Beauty,Debit Card,Fall,56.66947757539463,14,4,0
2375,46-55,Female,Books,Cash,Spring,98.73570280750947,3,5,0
2376,26-35,Male,Beauty,Cash,Winter,25.0,14,5,0
2377,26-35,Female,Books,Cash,Spring,106.66319145884957,5,3,0
2378,46-55,Female,Beauty,Cash,Spring,75.6831459514072,2,3,0
2379,36-45,Female,Beauty,PayPal,Fall,96.98930500783469,8,4,1
2380,46-55,Male,Home & Garden,Cash,Spring,79.0288051363637,2,4,0
2381,56-65,Female,Sports,Mobile Payment,Spring,54.764023788722746,4,3,0
2382,56-65,Female,Home & Garden,Cash,Winter,25.0,3,5,1
2383,56-65,Female,Beauty,Debit Card,Spring,39.57081882708183,2,5,0
2384,36-45,Female,Home & Garden,Credit Card,Spring,128.65097132303674,6,4,0
2385,26-35,Male,Sports,Debit Card,Fall,169.98914894105965,13,4,1
2386,36-45,Male,Sports,Credit Card,Summer,43.63982464300665,4,4,0
2387,26-35,Male,Beauty,PayPal,Fall,93.86727127903235,13,3,0
2388,36-45,Male,Sports,Credit Card,Winter,92.94136985997037,5,4,0
2389,46-55,Female,Home & Garden,Mobile Payment,Fall,180.4355245042457,6,5,0
2390,46-55,Female,Electronics,Cash,Spring,75.85230526391837,4,4,0
2391,26-35,Female,Sports,Debit Card,Summer,203.94536976284965,11,5,0
2392,18-25,Female,Home & Garden,Credit Card,Fall,41.580851287376596,10,5,1
2393,36-45,Male,Home & Garden,Debit Card,Fall,73.35185073848459,8,5,0
2394,18-25,Female,Home & Garden,Cash,Winter,26.493749712855326,9,5,0
2395,56-65,Male,Sports,PayPal,Spring,102.61151215831819,2,4,0
2396,26-35,Male,Electronics,Cash,Fall,190.2819080508648,11,3,0
2397,18-25,Female,Beauty,PayPal,Fall,34.62672257111049,9,3,0
2398,18-25,Female,Beauty,Debit Card,Summer,40.84680667303171,7,5,1
2399,36-45,Female,Sports,PayPal,Winter,47.574293107646845,7,4,1
2400,36-45,Male,Sports,PayPal,Spring,25.0,4,4,0
2401,26-35,Female,Clothing,PayPal,Fall,42.76384408557951,4,5,0
2402,18-25,Male,Books,PayPal,Summer,38.76653640791194,11,4,0
2403,26-35,Male,Electronics,PayPal,Fall,157.2574097468454,13,5,0
2404,26-35,Female,Home & Garden,Credit Card,Fall,40.27069297403788,6,4,1
2405,46-55,Female,Books,PayPal,Winter,67.78259407196333,5,3,0
2406,36-45,Female,Home & Garden,PayPal,Summer,101.69045095014638,5,5,0
2407,26-35,Female,Books,Cash,Summer,29.51652565491066,8,4,1
2408,26-35,Female,Beauty,Cash,Spring,114.51468205383082,14,4,1
2409,65+,Female,Books,Cash,Fall,33.0391334202089,4,5,0
2410,36-45,Female,Sports,PayPal,Summer,59.48186326339094,6,5,1
2411,46-55,Female,Electronics,Cash,Fall,202.18989651390328,3,3,0
2412,18-25,Female,Beauty,Credit Card,Fall,131.0065325477672,6,5,0
2413,36-45,Female,Books,Debit Card,Spring,42.02373649800619,4,4,1
2414,18-25,Male,Electronics,Cash,Spring,86.8550085839236,6,5,1
2415,36-45,Female,Sports,Cash,Summer,292.8674264293976,4,3,0
2416,65+,Female,Home & Garden,Credit Card,Fall,36.6273678212799,2,5,0
2417,26-35,Male,Clothing,Mobile Payment,Summer,91.26939923050325,13,4,0
2418,18-25,Female,Electronics,Mobile Payment,Fall,50.77625512226234,6,3,0
2419,18-25,Male,Home & Garden,Credit Card,Summer,88.35442248288942,9,3,0
2420,26-35,Female,Electronics,Cash,Summer,42.08579425472784,5,4,1
2421,18-25,Female,Electronics,Debit Card,Fall,27.984277202411548,9,5,0
2422,18-25,Male,Electronics,Cash,Winter,29.87698189085347,5,3,0
2423,46-55,Male,Sports,Credit Card,Spring,38.178021383091355,6,4,0
2424,36-45,Female,Beauty,Credit Card,Fall,41.8802575133779,8,4,1
2425,26-35,Male,Electronics,PayPal,Summer,67.8428255001721,12,4,1
2426,56-65,Male,Sports,Credit Card,Winter,45.76251253465114,5,5,0
2427,18-25,Male,Clothing,PayPal,Summer,65.01155605414164,7,4,0
2428,65+,Female,Beauty,Credit Card,Winter,25.0,4,5,0
2429,26-35,Female,Sports,PayPal,Fall,94.99073918280513,14,4,0
2430,56-65,Female,Clothing,PayPal,Spring,61.76096553699082,2,4,0
2431,36-45,Male,Beauty,Cash,Summer,291.1041026029491,5,4,0
2432,56-65,Female,Sports,PayPal,Winter,59.21678818579802,4,4,1
2433,65+,Female,Clothing,Mobile Payment,Winter,56.562939470925855,4,5,0
2434,26-35,Male,Sports,Credit Card,Spring,30.618125516996937,12,3,0
2435,65+,Female,Clothing,Debit Card,Summer,25.0,4,5,0
2436,26-35,Female,Electronics,Credit Card,Fall,211.3935393912399,5,4,0
2437,26-35,Female,Electronics,Cash,Fall,113.33057636577641,9,5,1
2438,26-35,Male,Beauty,Cash,Summer,101.82692772335032,7,5,1
2439,36-45,Male,Clothing,PayPal,Spring,86.24302900265765,5,4,0
2440,18-25,Male,Electronics,Cash,Spring,52.68692523572333,7,3,1
2441,36-45,Male,Beauty,Cash,Spring,81.36909916512109,4,4,0
2442,36-45,Female,Home & Garden,Credit Card,Winter,137.35578951470984,3,3,0
2443,46-55,Male,Electronics,Mobile Payment,Winter,83.87741678839204,5,5,0
2444,56-65,Female,Electronics,Mobile Payment,Spring,107.31541059658107,5,5,0
2445,36-45,Male,Books,PayPal,Summer,45.71628383576591,7,4,0
2446,26-35,Male,Sports,Cash,Fall,72.50347951830597,8,3,1
2447,26-35,Female,Home & Garden,Cash,Winter,26.426539383528308,10,5,0
2448,26-35,Male,Clothing,Mobile Payment,Spring,154.62503502787698,14,3,1
2449,18-25,Female,Beauty,PayPal,Winter,71.20942358773699,9,4,0
2450,26-35,Male,Home & Garden,Cash,Winter,25.0,9,5,0
2451,26-35,Male,Clothing,PayPal,Spring,100.64294943858499,6,3,0
2452,65+,Female,Electronics,Credit Card,Summer,37.155801857771976,1,5,0
2453,36-45,Female,Books,Cash,Fall,192.54163215203283,6,3,0
2454,26-35,Male,Beauty,Cash,Summer,146.10663646819503,12,5,1
2455,36-45,Male,Beauty,Cash,Winter,227.06804971020583,9,5,1
2456,18-25,Female,Home & Garden,Mobile Payment,Summer,87.53647730474295,8,4,0
2457,36-45,Female,Sports,Mobile Payment,Summer,85.54104100867214,5,4,1
2458,36-45,Female,Clothing,Cash,Fall,110.41670763435923,3,5,0
2459,36-45,Male,Books,Cash,Spring,59.49895559628174,6,3,1
2460,26-35,Female,Books,Credit Card,Spring,60.59622850457164,9,4,0
2461,65+,Male,Home & Garden,Credit Card,Spring,66.03879980313903,3,5,0
2462,56-65,Male,Sports,PayPal,Summer,25.0,2,5,1
2463,36-45,Female,Sports,PayPal,Summer,122.86455068814726,7,4,0
2464,36-45,Male,Sports,Mobile Payment,Fall,136.74676248645608,7,5,0
2465,36-45,Male,Beauty,Debit Card,Spring,150.64324258075212,3,5,0
2466,26-35,Male,Clothing,Credit Card,Fall,46.0120732665151,6,5,0
2467,26-35,Male,Clothing,PayPal,Fall,205.90964791633306,6,4,0
2468,18-25,Female,Home & Garden,Credit Card,Summer,74.12813311277272,8,5,0
2469,36-45,Female,Electronics,Credit Card,Spring,182.78013041885862,6,5,1
2470,36-45,Male,Home & Garden,Debit Card,Winter,29.91702624218446,5,3,1
2471,26-35,Female,Clothing,Credit Card,Winter,25.0,11,4,0
2472,65+,Female,Beauty,Debit Card,Summer,25.0,1,5,0
2473,56-65,Female,Home & Garden,Debit Card,Summer,66.56673558979539,5,4,0
2474,46-55,Male,Electronics,Credit Card,Summer,140.33337339040318,3,4,0
2475,36-45,Female,Books,Credit Card,Summer,71.32497373207477,6,4,0
2476,56-65,Female,Home & Garden,PayPal,Winter,50.7123851756479,2,4,0
2477,18-25,Male,Sports,Credit Card,Spring,25.0,10,5,0
2478,46-55,Male,Electronics,Credit Card,Fall,67.85272786545238,2,4,0
2479,18-25,Male,Sports,Credit Card,Winter,39.42668837719507,11,4,0
2480,46-55,Female,Beauty,PayPal,Spring,41.03382337022824,7,4,0
2481,26-35,Male,Clothing,Debit Card,Summer,50.017767751168506,11,4,0
2482,56-65,Female,Home & Garden,PayPal,Fall,154.49738852375685,3,5,0
2483,65+,Male,Home & Garden,Credit Card,Spring,47.365025341457425,1,5,0
2484,18-25,Female,Sports,Cash,Spring,50.95666927454762,10,4,0
2485,36-45,Male,Sports,Credit Card,Fall,59.05172369629619,8,5,1
2486,65+,Female,Clothing,PayPal,Spring,53.7910792618529,4,3,0
2487,36-45,Female,Home & Garden,PayPal,Spring,373.4201211678925,6,5,0
2488,56-65,Male,Clothing,Mobile Payment,Fall,100.21718232217218,2,4,0
2489,36-45,Male,Sports,Cash,Fall,70.7802931045586,5,5,0
2490,26-35,Male,Books,PayPal,Winter,64.81938608279557,13,5,0
2491,26-35,Female,Sports,Debit Card,Summer,140.97650340643983,12,4,0
2492,26-35,Female,Electronics,Credit Card,Summer,276.3791717814216,10,3,0
2493,46-55,Male,Sports,Debit Card,Spring,25.0,2,3,0
2494,26-35,Male,Sports,PayPal,Summer,71.16686291525554,5,5,1
2495,36-45,Male,Books,PayPal,Winter,78.66924615332069,5,4,1
2496,36-45,Female,Clothing,Debit Card,Spring,171.55905975881277,4,5,0
2497,36-45,Female,Electronics,Debit Card,Summer,89.77915557572454,3,4,0
2498,56-65,Female,Electronics,Mobile Payment,Summer,127.14397650024767,2,4,0
2499,65+,Male,Home & Garden,Credit Card,Spring,25.0,4,3,0
2500,26-35,Male,Books,Debit Card,Fall,106.24246840614516,10,4,0
2501,56-65,Female,Beauty,Credit Card,Winter,117.02835454584294,3,5,0
2502,46-55,Male,Home & Garden,Cash,Spring,25.0,6,4,0
2503,36-45,Female,Home & Garden,PayPal,Spring,127.42313282830908,6,5,1
2504,65+,Male,Home & Garden,Debit Card,Summer,25.0,3,4,0
2505,26-35,Male,Electronics,Cash,Fall,65.06650956351409,11,5,0
2506,18-25,Female,Clothing,PayPal,Summer,40.31075772015885,10,3,0
2507,56-65,Female,Sports,Mobile Payment,Spring,25.0,5,3,1
2508,36-45,Female,Electronics,PayPal,Spring,98.40420102513286,6,4,1
2509,56-65,Male,Sports,Debit Card,Summer,50.11482069044762,5,5,0
2510,56-65,Male,Sports,Cash,Fall,40.963445645847365,5,5,0
2511,18-25,Female,Beauty,Cash,Spring,150.9420064426097,5,3,0
2512,56-65,Female,Home & Garden,Cash,Winter,118.07926196258515,4,5,0
2513,36-45,Female,Beauty,PayPal,Fall,119.00973486413027,8,4,0
2514,36-45,Male,Home & Garden,Credit Card,Spring,69.8215253267606,7,5,0
2515,36-45,Female,Electronics,Credit Card,Fall,25.0,7,5,1
2516,65+,Female,Sports,PayPal,Fall,25.0,2,4,0
2517,18-25,Female,Beauty,Debit Card,Winter,28.710002894050575,10,4,0
2518,36-45,Female,Books,PayPal,Spring,256.3620101675618,5,4,0
2519,46-55,Male,Electronics,Credit Card,Fall,25.0,7,3,0
2520,46-55,Female,Electronics,PayPal,Spring,61.37066478590067,4,5,0
2521,46-55,Female,Books,Cash,Spring,118.04901406150579,2,5,0
2522,18-25,Female,Home & Garden,Debit Card,Fall,55.14425471311537,7,5,0
2523,26-35,Female,Sports,Debit Card,Summer,58.857523218278736,5,5,0
2524,26-35,Female,Home & Garden,Mobile Payment,Fall,36.557018453636545,7,5,0
2525,56-65,Female,Home & Garden,PayPal,Summer,86.04479426281176,4,5,0
2526,26-35,Male,Electronics,Cash,Summer,63.380133890384535,4,4,1
2527,26-35,Male,Home & Garden,PayPal,Summer,210.69967233334978,4,4,1
2528,65+,Male,Clothing,Mobile Payment,Summer,41.30591069591971,4,3,0
2529,18-25,Male,Books,Mobile Payment,Fall,153.8707177235017,11,4,0
2530,65+,Male,Books,PayPal,Summer,49.06984585305539,3,4,0
2531,46-55,Male,Sports,PayPal,Spring,57.93491254986433,2,5,1
2532,56-65,Male,Books,PayPal,Fall,40.29558564414457,4,5,0
2533,26-35,Male,Home & Garden,Credit Card,Winter,72.23066145952424,10,5,1
2534,18-25,Male,Home & Garden,Mobile Payment,Summer,25.449738920449995,9,5,0
2535,46-55,Male,Beauty,Debit Card,Fall,38.14918729699655,7,3,0
2536,56-65,Female,Sports,Credit Card,Summer,114.28609502185465,3,3,0
2537,46-55,Female,Sports,Cash,Spring,110.9233251434327,3,5,0
2538,18-25,Male,Books,Debit Card,Summer,25.0,10,3,0
2539,46-55,Female,Home & Garden,Debit Card,Fall,128.2967641364625,5,5,0
2540,46-55,Female,Clothing,Debit Card,Spring,67.8861785672049,5,4,0
2541,46-55,Male,Beauty,Mobile Payment,Summer,111.85012835892714,6,5,0
2542,46-55,Female,Clothing,Cash,Winter,118.60151787481863,4,4,1
2543,56-65,Female,Home & Garden,Credit Card,Summer,36.83267044601642,4,5,0
2544,36-45,Female,Sports,Cash,Summer,303.4334641264519,7,5,0
2545,18-25,Male,Sports,Credit Card,Spring,30.287211599754805,5,4,0
2546,36-45,Female,Clothing,Mobile Payment,Summer,129.35915983623542,8,4,1
2547,18-25,Male,Electronics,Cash,Fall,27.168240277177212,7,4,1
2548,26-35,Female,Home & Garden,Debit Card,Fall,63.865324006911415,5,4,1
2549,26-35,Female,Sports,Cash,Spring,67.55898042288612,7,4,0
2550,18-25,Female,Books,Mobile Payment,Fall,90.64294961720644,4,4,0
2551,26-35,Female,Electronics,Mobile Payment,Winter,86.52013368588455,12,5,1
2552,18-25,Male,Sports,Mobile Payment,Summer,80.51318466496066,8,3,0
2553,56-65,Female,Books,Credit Card,Spring,68.06021975620217,2,5,0
2554,65+,Female,Sports,Cash,Fall,89.78895462230959,1,3,1
2555,18-25,Male,Electronics,Debit Card,Winter,72.21073351967709,10,4,0
2556,65+,Female,Clothing,Debit Card,Winter,49.40638389035043,2,3,0
2557,36-45,Male,Home & Garden,PayPal,Spring,122.9658958783218,5,5,0
2558,26-35,Male,Electronics,Mobile Payment,Spring,25.0,10,3,1
2559,18-25,Female,Electronics,Debit Card,Fall,25.0,6,4,0
2560,36-45,Male,Sports,Mobile Payment,Summer,111.2482073030326,3,4,1
2561,46-55,Female,Books,Debit Card,Winter,86.46243171609936,3,5,0
